	site_number	state	runway_id	runway_length	runway_width	runway_surface_type_cond	runway_surface_treatment	edge_lights_intensity	base_end_id	base_true_alignment	base_ils_type	base_right_pattern	base_markings_type	base_markings_cond	base_latitude	base_latitude_s	base_longitude	base_longitude_s	base_elevation	base_crossing_height	base_glide_path_angle	base_displaced_length	base_vasi	base_centerline_lights	base_touchdown_lights	base_object	base_object_height	reciprocal_end_id	rcpr_true_alignment	rcpr_ils_type	rcpr_right_pattern	rcpr_markings_type	rcpr_markings_cond	rcpr_latitude	rcpr_latitude_s	rcpr_longitude	rcpr_longitude_s	rcpr_elevation	rcpr_crossing_height	rcpr_glide_path_angle	rcpr_displaced_length	rcpr_vasi	rcpr_centerline_lights	rcpr_touchdown_lights	rcpr_object	rcpr_object_height	runway_capacity_lbs_sw	runway_capacity_lbs_dw	runway_capacity_lbs_dt	runway_capacity_lbs_ddt	base_tora	base_toda	base_asda	base_lda	rcpr_tora	rcpr_toda	rcpr_asda	rcpr_lda
131	00329.*A	AL	'18/36	5025	150	ASPH		MED	18						31-17-04.5330N	112624.5330N	085-42-45.4030W	308565.4030W	301.0									36						31-16-14.8080N	112574.8080N	085-42-46.3740W	308566.3740W	295.8																				
132	00329.*A	AL	'H1	50	50	ASPH			H1						31-16-30.1857N	112590.1857N	085-42-49.8377W	308569.8377W	298.2																																							
133	00329.*A	AL	'H2	50	50	ASPH			H2						31-16-10.8874N	112570.8874N	085-42-53.1401W	308573.1401W	293.7																																							
134	00329.*A	AL	'H3	50	50	ASPH			H3						31-17-04.1272N	112624.1272N	085-43-07.0625W	308587.0625W	303.4																																							
135	00329.*A	AL	'H4	50	50	ASPH			H4						31-17-10.0838N	112630.0838N	085-43-01.9047W	308581.9047W	306.9																																							
136	00329.*A	AL	'H5	50	50	ASPH			H5						31-17-08.1153N	112628.1153N	085-42-57.6836W	308577.6836W	308.1																																							
137	00329.01*H	AL	'17/35	476	50	ASPH-F		MED	17	177.0			PIR	F	31-21-22.9960N	112882.9960N	085-39-06.8500W	308346.8500W	317.9									35	357.0			PIR	F	31-21-18.2890N	112878.2890N	085-39-06.5630W	308346.5630W	317.9																				
138	00329.03*H	AL	'H1	50	50	ASPH			H1						31-21-37.4710N	112897.4710N	085-45-20.2170W	308720.2170W	282.2																																							
139	00329.03*H	AL	'H10	50	50	ASPH-CONC			H10						31-21-34.7150N	112894.7150N	085-45-20.1860W	308720.1860W	282.5																																							
140	00329.03*H	AL	'H11	50	50	ASPH			H11						31-21-17.3240N	112877.3240N	085-44-45.7810W	308685.7810W	242.8																																							
141	00329.03*H	AL	'H12	50	50	ASPH			H12						31-20-54.4540N	112854.4540N	085-44-51.7950W	308691.7950W	243.5																																							
142	00329.03*H	AL	'H2	50	50	ASPH			H2						31-21-31.7480N	112891.7480N	085-45-20.1510W	308720.1510W	280.8																																							
143	00329.03*H	AL	'H3	50	50	ASPH			H3						31-21-29.9220N	112889.9220N	085-44-53.2170W	308693.2170W	273.9																																							
144	00329.03*H	AL	'H4	50	50	ASPH			H4						31-21-19.1370N	112879.1370N	085-44-47.2200W	308687.2200W	243.1																																							
145	00329.03*H	AL	'H5	50	50	ASPH			H5						31-20-54.4560N	112854.4560N	085-44-54.3330W	308694.3330W	243.5																																							
146	00329.03*H	AL	'H6	50	50	ASPH			H6						31-21-10.0990N	112870.0990N	085-45-07.5190W	308707.5190W	240.6																																							
147	00329.03*H	AL	'H7	50	50	ASPH			H7						31-21-08.1090N	112868.1090N	085-45-05.9680W	308705.9680W	239.3																																							
148	00329.03*H	AL	'H8	50	50	ASPH			H8						31-21-35.4660N	112895.4660N	085-44-56.1540W	308696.1540W	293.9																																							
149	00329.03*H	AL	'H9	50	50	ASPH			H9						31-21-06.2310N	112866.2310N	085-45-04.4440W	308704.4440W	238.7																																							
150	00329.06*H	AL	'H1	1800	50	ASPH			H1																																																	
151	00329.06*H	AL	'H2	1800	50	ASPH			H2																																																	
152	00329.06*H	AL	'H3	1800	50	ASPH			H3																																																	
153	00329.06*H	AL	'H4	1800	50	ASPH			H4																																																	
154	00329.06*H	AL	'H5	1800	50	ASPH			H5																																																	
155	00329.06*H	AL	'H6	1800	50	ASPH			H6																																																	
156	00329.07*H	AL	'H1	2000	60	ASPH			H1																																																	
157	00329.07*H	AL	'H2	1300	60	ASPH			H2																																																	
158	00329.07*H	AL	'H3	2000	60	ASPH			H3																																																	
159	00329.07*H	AL	'H4	1620	75	ASPH			H4																																																	
160	00329.07*H	AL	'H5	1000	60	ASPH			H5																																																	
161	00329.07*H	AL	'HA	1300	50	ASPH			HA																																																	
162	00329.07*H	AL	'HB	1300	50	ASPH			HB																																																	
163	00329.07*H	AL	'HC	1300	50	ASPH			HC																																																	
164	00329.08*H	AL	'H1	1600	75	ASPH			H1																																																	
165	00329.08*H	AL	'H2	1600	75	ASPH			H2																																																	
166	00329.08*H	AL	'H3	1600	75	ASPH			H3																																																	
167	00329.08*H	AL	'H4	1600	75	ASPH			H4																																																	
168	00329.08*H	AL	'H5	1600	75	ASPH			H5																																																	
169	00329.09*H	AL	'H1	1600	75	ASPH			H1																																																	
170	00329.09*H	AL	'H2	1600	75	ASPH			H2																																																	
171	00329.09*H	AL	'H3	1600	75	ASPH			H3																																																	
172	00329.09*H	AL	'H4	1600	75	ASPH			H4																																																	
173	00329.09*H	AL	'H5	1600	75	ASPH			H5																																																	
174	00329.09*H	AL	'H6	1600	75	ASPH			H6																																																	
175	00329.09*H	AL	'H7	1600	75	TURF			H7																																																	
176	00329.1*H	AL	'H1	1600	50	ASPH			H1																																																	
177	00329.1*H	AL	'H2	1600	50	ASPH			H2																																																	
178	00329.1*H	AL	'H3	1600	50	ASPH			H3																																																	
179	00329.1*H	AL	'H4	1600	50	ASPH			H4																																																	
180	00329.1*H	AL	'H5	1600	50	ASPH			H5																																																	
181	00329.1*H	AL	'H6	1600	50	ASPH			H6																																																	
182	00329.11*H	AL	'H1	1600	75	ASPH			H1																																																	
183	00329.11*H	AL	'H2	1600	75	ASPH			H2																																																	
184	00329.11*H	AL	'H3	1600	75	ASPH			H3																																																	
185	00329.11*H	AL	'H4	1600	75	ASPH			H4																																																	
186	00329.11*H	AL	'H5	1600	75	ASPH			H5																																																	
187	00329.11*H	AL	'H6	1600	75	ASPH			H6																																																	
188	00329.11*H	AL	'H7	1600	75	TURF			H7																																																	
189	00329.12*H	AL	'H1	1600	75	ASPH			H1																																																	
190	00329.12*H	AL	'H2	1482	75	ASPH			H2																																																	
191	00329.12*H	AL	'H3	1238	75	ASPH			H3																																																	
192	00329.12*H	AL	'H4	1000	75	ASPH			H4																																																	
193	00329.12*H	AL	'H5	1600	75	ASPH			H5																																																	
194	00329.13*H	AL	'H1	1600	75	ASPH			H1																																																	
195	00329.13*H	AL	'H2	1600	75	ASPH			H2																																																	
196	00329.13*H	AL	'H3	1600	75	ASPH			H3																																																	
197	00329.13*H	AL	'H4	1600	75	ASPH			H4																																																	
198	00329.14*H	AL	'H1	1600	50	ASPH			H1																																																	
199	00329.14*H	AL	'H2	1600	100	ASPH			H2																																																	
200	00329.14*H	AL	'H3	1600	50	ASPH			H3																																																	
201	00329.14*H	AL	'H4	1600	50	ASPH			H4																																																	
202	00329.14*H	AL	'H5	1600	100	ASPH			H5																																																	
203	00329.14*H	AL	'H6	1600	100	ASPH			H6																																																	
204	00329.15*H	AL	'H1	1600	75	ASPH			H1																																																	
205	00329.15*H	AL	'H2	1600	75	ASPH			H2																																																	
206	00329.15*H	AL	'H3	1600	75	ASPH			H3																																																	
207	00329.15*H	AL	'H4	1600	75	ASPH			H4																																																	
208	00329.15*H	AL	'H5	1600	75	ASPH			H5																																																	
209	00329.16*H	AL	'H1	500	100	ASPH			H1																																																	
210	00329.16*H	AL	'H2	500	100	ASPH			H2																																																	
211	00329.16*H	AL	'H3	700	100	TURF			H3																																																	
212	00329.16*H	AL	'H4	650	100	TURF			H4																																																	
213	00329.17*H	AL	'H1	1600	75	ASPH			H1																																																	
214	00329.17*H	AL	'H2	1600	75	ASPH			H2																																																	
215	00329.17*H	AL	'H3	1600	75	ASPH			H3																																																	
216	00329.17*H	AL	'H4	1600	75	ASPH			H4																																																	
217	00329.17*H	AL	'H5	1600	75	ASPH			H5																																																	
218	00329.17*H	AL	'H6	1600	75	ASPH			H6																																																	
219	00329.18*H	AL	'H1	2000	75	ASPH			H1																																																	
220	00329.18*H	AL	'H2	2000	75	ASPH			H2																																																	
221	00329.18*H	AL	'H3	2000	75	ASPH			H3																																																	
222	00329.18*H	AL	'H4	2000	75	ASPH			H4																																																	
223	00329.18*H	AL	'H5	1000	75	TURF			H5																																																	
224	00329.2*H	AL	'H1	1300	50	ASPH			H1																																																	
225	00329.2*H	AL	'H2	1300	50	ASPH			H2																																																	
226	00329.2*H	AL	'H3	1350	50	ASPH			H3																																																	
227	00329.2*H	AL	'H4	1270	75	ASPH			H4																																																	
228	00329.21*H	AL	'H1	1600	75	ASPH			H1																																																	
229	00329.21*H	AL	'H2	1600	75	ASPH			H2																																																	
230	00329.21*H	AL	'H3	1600	75	ASPH			H3																																																	
231	00329.22*H	AL	'H1	2000	50	ASPH			H1																																																	
232	00329.22*H	AL	'H2	2000	50	ASPH			H2																																																	
233	00329.22*H	AL	'H3	2000	50	ASPH			H3																																																	
234	00329.22*H	AL	'H4	2000	50	ASPH			H4																																																	
235	00329.23*H	AL	'H1	1600	75	ASPH			H1																																																	
236	00329.23*H	AL	'H2	1600	75	ASPH			H2																																																	
237	00329.23*H	AL	'H3	1600	75	ASPH			H3																																																	
238	00329.23*H	AL	'H4	1600	75	ASPH			H4																																																	
239	00329.23*H	AL	'H5	1600	75	ASPH			H5																																																	
240	00329.23*H	AL	'H6	1600	75	ASPH			H6																																																	
241	00329.23*H	AL	'H7	1600	75	TURF			H7																																																	
242	00329.24*H	AL	'H1	1600	75	ASPH			H1																																																	
243	00329.24*H	AL	'H2	1600	75	ASPH			H2																																																	
244	00329.24*H	AL	'H3	1600	75	ASPH			H3																																																	
245	00329.24*H	AL	'H4	1600	75	ASPH			H4																																																	
246	00329.25*H	AL	'H1	6000	1200	TURF			H1																																																	
247	00333.*A	AL	'06/24	6802	150	ASPH-G	GRVD	HIGH	06	61.0		False	PIR	F	33-57-57.0188N	122277.0188N	086-06-03.8744W	309963.8744W	569.2	40.0	3.0		P4L			TREE	45.0	24	241.0	ILS/DME	False	PIR	F	33-58-29.8968N	122309.8968N	086-04-53.4004W	309893.4004W	549.3	45.0	3.0		P4L			POLE		90.0	115.0	195.0									
248	00333.*A	AL	'18/36	4806	100	ASPH-F		MED	18	180.0		False	NPI	P	33-58-56.7370N	122336.7370N	086-05-09.3400W	309909.3400W	541.9	42.0	2.75		P2L			TREE	18.0	36	0.0		False	NPI	P	33-58-09.2008N	122289.2008N	086-05-09.5939W	309909.5939W	553.0	40.0	2.75		P2L			TREE	56.0	25.0	40.0	78.0									
249	00333.01*H	AL	'H1	30	30	CONC			H1						34-00-30.0000N	122430.0000N	085-57-55.0000W	309475.0000W	621.0																																							
250	00336.21*H	AL	'H1	40	40	CONC		PERI	H1						33-38-54.2400N	121134.2400N	086-49-08.0400W	312548.0400W	630.0																																							
251	00336.5*A	AL	'13/31	1550	100	TURF			13																			31																														
252	00341.1*A	AL	'10/28	3000	50	TURF			10																			28																														
253	00344.1*A	AL	'11/29	3998	100	ASPH-G		MED	11	107.0		False	NPI	P	31-03-15.3500N	111795.3500N	085-52-30.1300W	309150.1300W	94.4	47.0	3.5		P4L					29	287.0		False	NPI	P	31-03-03.5500N	111783.5500N	085-51-46.2600W	309106.2600W	95.8	47.0	3.5		P4L			POLE	35.0	16.0											
254	00344.13*H	AL	'H1	50	50	CONC			H1					G	31-02-58.6400N	111778.6400N	085-53-29.7700W	309209.7700W	160.0																																							
255	00350.1*A	AL	'18/36	3508	79	ASPH-F		MED	18	181.0		False	BSC	G	32-41-10.8800N	117670.8800N	087-39-43.4300W	315583.4300W	174.9									36	1.0		False	BSC	G	32-40-36.1700N	117636.1700N	087-39-43.5500W	315583.5500W	157.4								69.0	16.0											
256	00353.1*A	AL	'14/32	5501	80	ASPH-E		MED	14	140.0		False	NPI	G	31-51-05.2431N	114665.2431N	086-36-59.2954W	311819.2954W	451.4	40.0	3.0		P2L			TREE	135.0	32	320.0		False	NPI	G	31-50-23.7452N	114623.7452N	086-36-18.0259W	311778.0259W	424.2	40.0	3.0	300.0	P2L			TREES	34.0	15.0				5200.0	5500.0	5200.0	5200.0	5500.0	5500.0	5500.0	5200.0
257	00353.11*A	AL	'18/36	1800	60	TURF			18																	TREES	22.0	36																	PLINE	30.0												
258	00353.12*A	AL	'18/36	2000	80	TURF-F			18																	TREES	19.0	36																	PLINE	34.0												
259	00359.12*C	AL	'09W/27W	4000	200	WATER			09W																			27W																														
260	00359.68*C	AL	'06W/24W	4330	300	WATER			06W																			24W																														
261	00359.69*C	AL	'05W/23W	3000	300	WATER			05W																			23W																														
262	00359.7*A	AL	'09/27	6962	100	ASPH-G	GRVD	HIGH	09	90.0			NPI	F	30-17-25.0233N	109045.0233N	087-40-48.8781W	315648.8781W	15.6	50.0	3.0	462.0	P4L					27	270.0	ILS/DME		PIR	F	30-17-25.1538N	109045.1538N	087-39-29.4684W	315569.4684W	16.1	50.0	3.0		P4L					80.0	100.0			6962.0	6962.0	6962.0	6500.0	6500.0	6500.0	6500.0	6500.0
263	00359.7*A	AL	'17/35	3596	75	ASPH-G		MED	17	175.0			BSC	F	30-17-35.7189N	109055.7189N	087-40-38.0477W	315638.0477W	16.7	55.0	4.15		P2L					35	355.0			BSC	F	30-17-00.2524N	109020.2524N	087-40-34.5436W	315634.5436W	11.3							BOAT	20.0	80.0	100.0										
264	00360.*A	AL	'06W/24W	5500	200	WATER			06W						34-24-21.0000N	123861.0000N	086-16-00.0000W	310560.0000W	595.0									24W						34-24-44.0000N	123884.0000N	086-15-00.5000W	310500.5000W	595.0																				
265	00360.*A	AL	'07/25	5005	75	ASPH-CONC-G		MED	07	65.0			NPI	G	34-24-00.6847N	123840.6847N	086-16-16.0158W	310576.0158W	610.0							POLE	19.0	25	245.0			NPI	G	34-24-21.4183N	123861.4183N	086-15-21.7733W	310521.7733W	614.6	50.0	3.35		P2L			TREES	41.0	24.0											
266	00360.1*H	AL	'H1	40	40	CONC			H1						34-21-54.6000N	123714.6000N	086-25-22.7100W	311122.7100W	1024.0																																							
267	00361.02*A	AL	'09/27	2500	60	TURF		LOW	09			True														TREES		27																	PLINE													
268	00363.*A	AL	'18/36	5008	100	ASPH-F		MED	18	182.0		False	NPI	F	34-17-13.9266N	123433.9266N	087-36-00.6661W	315360.6661W	929.8	49.0	3.0		P4L			TREE	49.0	36	2.0		False	NPI	F	34-16-24.4119N	123384.4119N	087-36-02.4195W	315362.4195W	902.7	39.0	3.0		P4L			TREES	56.0	20.0											
269	00363.12*H	AL	'H1	20	20	CONC		PERI	H1						34-14-33.0000N	123273.0000N	087-35-32.0000W	315332.0000W	960.0																																							
270	00366.1*A	AL	'18/36	5495	100	ASPH-G		MED	18	182.0		False	NPI	G	34-07-28.1513N	122848.1513N	087-59-52.4991W	316792.4991W	435.9	33.0	3.0		P2L			TREE	138.0	36	2.0		False	NPI	G	34-06-33.8263N	122793.8263N	087-59-54.6402W	316794.6402W	403.0	37.0	3.0		P2L			TREE	53.0	15.0											
271	00366.3*H	AL	'H1	40	40	CONC			H1						34-07-37.9000N	122857.9000N	087-59-27.0000W	316767.0000W	441.0																																							
272	00368.2*A	AL	'18/36	2600	90	TURF-G			18																	PLINE	27.0	36													250.0				TREE	29.0												
273	00371.*A	AL	'11/29	3400	75	TURF			11																			29																														
274	00372.*A	AL	'18/36	2600	80	TURF		MED	18																			36				NSTD													FENCE	4.0												
275	00372.01*A	AL	'06/24	1800	150	TURF			06																	TREES		24																	TREES													
276	00374.09*H	AL	'H1	20	20	CONC		PERI	H1																																																	
277	00374.1*A	AL	'18/36	3599	75	ASPH-G		MED	18	181.0		False	NPI	G	34-24-47.3974N	123887.3974N	086-55-58.3399W	312958.3399W	628.5							POLE	50.0	36	1.0		False	NPI	G	34-24-11.8002N	123851.8002N	086-55-58.8622W	312958.8622W	598.3	34.0	3.0		V2L			TREES	54.0	20.0											
278	00374.5*A	AL	'01/19	2300	200	TURF			01																			19																														
279	00375.08*A	AL	'09/27	1000	100	TURF			09																	TREES	30.0	27																	TREES	30.0												
280	00375.5*A	AL	'07/25	2670	40	ASPH-G		LOW	07			False	BSC	G	34-54-53.5800N	125693.5800N	086-39-04.8900W	311944.8900W								TREE	65.0	25			False	BSC	G	34-55-01.5900N	125701.5900N	086-38-34.3300W	311914.3300W				550.0				TREES	56.0	10.0											
281	00375.6*A	AL	'18/36	2600	60	TURF-F			18			False	NSTD													BRUSH	10.0	36			True	NSTD									600.0				PLINE	35.0												
282	00376.*A	AL	'09/27	5002	80	ASPH-F		MED	09	91.0		False	NPI	F	31-21-49.8849N	112909.8849N	085-19-08.6747W	307148.6747W	353.8	40.0	3.0		P2L			PLINE	28.0	27	271.0		False	NPI	F	31-21-49.0916N	112909.0916N	085-18-11.0227W	307091.0227W	355.1	40.0	3.5		P2L			TREE	75.0	12.0											
283	00376.*A	AL	'17/35	2865	162	TURF-G			17	175.0		False			31-22-07.4514N	112927.4514N	085-18-55.7329W	307135.7329W	355.7									35	355.0		False			31-21-39.2245N	112899.2245N	085-18-52.6023W	307132.6023W	356.2																				
284	00380.*H	AL	'H1	20	20	CONC		PERI	H1						33-21-10.0100N	120070.0100N	086-47-16.3000W	312436.3000W	550.0																																							
285	00380.02*H	AL	'H1	40	40	CONC			H1						33-25-13.0000N	120313.0000N	086-40-10.0000W	312010.0000W	606.0																																							
286	00380.1*H	AL	'H1	40	40	ASPH			H1						33-21-17.0000N	120077.0000N	086-51-21.0000W	312681.0000W	600.0																																							
287	00385.*H	AL	'H1	90	90	ASPH			H1						34-41-18.3300N	124878.3300N	086-35-19.9700W	311719.9700W	619.0																																							
288	00385.02*A	AL	'18/36	2000	80	TURF-G			18																			36			True										400.0				TREES	60.0												
289	00385.1*A	AL	'18L/36R	10006	150	ASPH-E	GRVD	HIGH	18L	181.0	ILS	False	PIR	G	34-39-11.1557N	124751.1557N	086-45-55.6732W	312355.6732W	609.2	73.0	3.0		P4R					36R	1.0	ILS/DME	True	PIR	G	34-37-32.1961N	124652.1961N	086-45-57.6644W	312357.6644W	588.6	72.0	3.0	206.0	P4R					120.0	250.0	550.0		10006.0	10006.0	9800.0	9800.0	10006.0	10006.0	10006.0	9800.0
290	00385.1*A	AL	'18R/36L	12600	150	ASPH-G	GRVD	HIGH	18R	181.0	ILS	True	PIR	G	34-39-10.0270N	124750.0270N	086-46-55.5620W	312415.5620W	628.4					True	True			36L	1.0	ILS	False	PIR	G	34-37-05.4170N	124625.4170N	086-46-58.0470W	312418.0470W	611.3					True	True			120.0	250.0	550.0		12600.0	12600.0	12600.0	12600.0	12600.0	12600.0	12600.0	12600.0
291	00385.12*H	AL	'H1	30	30	CONC			H1						34-43-15.5860N	124995.5860N	086-34-51.0210W	311691.0210W	702.5																																							
292	00385.2*A	AL	'09/27	2180	160	TURF-G		LOW	09	91.0		False			34-44-50.7155N	125090.7155N	086-27-52.5439W	311272.5439W	655.0							TREE	31.0	27	271.0		True			34-44-50.3443N	125090.3443N	086-27-26.4176W	311246.4176W	634.0							ROAD	17.0												
