site_number	state	sequence_number	service_schedule
19083.11*A	OK	1	UNATTENDED
19084.*A	OK	1	ALL/ALL/ALL
19084.1*A	OK	1	UNATTENDED
19085.1*A	OK	1	UNATTENDED
19085.11*A	OK	1	UNATTENDED
19090.02*A	OK	1	IRREGULAR
19090.04*A	OK	1	UNATTENDED
19090.13*A	OK	1	UNATTENDED
19091.02*A	OK	1	UNATTENDED
19091.08*A	OK	1	UNATTENDED
19091.12*A	OK	1	UNATTENDED
19091.13*A	OK	1	UNATTENDED
19091.16*A	OK	1	UNATTENDED
19094.2*A	OK	1	ALL/ALL/ALL
19095.*A	OK	2	IRREGULAR
19096.4*A	OK	1	ALL/ALL/0700-1900
19098.*A	OK	1	UNATTENDED
19098.1*A	OK	1	ALL/MON-SAT/0800-1700
19098.1*A	OK	2	ALL/SUN/1200-1700
19098.11*H	OK	1	UNATTENDED
19100.21*A	OK	1	UNATTENDED
19100.22*H	OK	1	UNATTENDED
19101.*A	OK	1	UNATTENDED
19103.6*A	OK	2	UNATTENDED
19103.61*A	OK	1	ALL/ALL/SR-SS
19107.51*A	OK	1	ALL/ALL/ALL
19107.53*U	OK	1	UNATTENDED
19107.54*A	OK	1	ALL/MON-FRI/0900-1500
19107.55*A	OK	1	UNATTENDED
19108.1*A	OK	1	UNATTENDED
19110.5*A	OK	1	UNATTENDED
19111.*A	OK	1	ALL/MON-SAT/0800-1700
19111.01*H	OK	1	UNATTENDED
19111.02*H	OK	1	UNATTENDED
19111.04*H	OK	1	UNATTENDED
19115.59*A	OK	1	UNATTENDED
19115.6*A	OK	1	UNATTENDED
19118.*A	OK	1	IRREGULAR
19119.*A	OK	1	UNATTENDED
19120.3*H	OK	1	UNATTENDED
19120.61*A	OK	1	ALL/ALL/1600-2200
19122.*A	OK	1	ALL/ALL/0600-2200
19129.*A	OK	1	UNATTENDED
19130.8*A	OK	1	UNATTENDED
19131.1*A	OK	1	UNATTENDED
19132.*A	OK	1	UNATTENDED
19132.01*A	OK	1	UNATTENDED
19133.1*A	OK	1	UNATTENDED
19134.21*H	OK	1	UNATTENDED
19134.23*H	OK	1	UNATTENDED
19134.24*H	OK	1	UNATTENDED
19134.25*H	OK	1	ALL/ALL/ALL
19134.31*H	OK	1	ALL/ALL/0800-2200
19134.32*H	OK	1	UNATTENDED
19134.33*H	OK	1	UNATTENDED
19134.34*H	OK	1	UNATTENDED
19134.4*A	OK	1	ALL/ALL/0600-2000
19134.6*H	OK	1	ALL/ALL/0800-1800
19134.7*H	OK	1	UNATTENDED
19134.8*H	OK	1	ALL/ALL/ALL
19135.*A	OK	1	ALL/ALL/ALL
19135.04*H	OK	1	UNATTENDED
19135.05*H	OK	1	UNATTENDED
19136.*A	OK	1	ALL/ALL/ALL
19136.3*H	OK	1	UNATTENDED
19137.*A	OK	1	ALL/ALL/ALL
19138.1*A	OK	1	ALL/MON-SAT/0730-1730
19143.*A	OK	1	ALL/MON-SAT/0800-1700
19144.*A	OK	1	UNATTENDED
19144.5*A	OK	1	UNATTENDED
19144.51*A	OK	1	UNATTENDED
19146.9*A	OK	1	IRREGULAR
19148.*A	OK	1	ALL/MON-FRI/0800-1700
19148.01*H	OK	1	UNATTENDED
19150.*A	OK	1	UNATTENDED
19150.02*H	OK	1	UNATTENDED
19153.2*A	OK	1	UNATTENDED
19153.21*H	OK	1	UNATTENDED
19155.*A	OK	1	UNATTENDED
19157.*A	OK	1	ALL/ALL/0800 - 1700
19157.02*H	OK	1	UNATTENDED
19162.*A	OK	1	UNATTENDED
19166.*A	OK	1	ALL/ALL/0700-1900
19166.01*A	OK	1	UNATTENDED
19166.1*A	OK	1	UNATTENDED
19167.*A	OK	1	UNATTENDED
19169.1*A	OK	1	ALL/ALL/0800-1700
19169.11*A	OK	1	UNATTENDED
19172.5*A	OK	1	ALL/MON-FRI/0800-1700
19173.9*H	OK	1	UNATTENDED
19173.91*H	OK	1	UNATTENDED
19174.*A	OK	1	UNATTENDED
19174.1*A	OK	1	ALL/MON-FRI/0800-1700
19178.*H	OK	1	UNATTENDED
19178.1*A	OK	1	ALL/MON-FRI/1000-1600
19188.*A	OK	1	UNATTENDED
19193.01*U	OK	1	ALL/ALL/SR-SS
19197.16*A	OK	1	UNATTENDED
19197.18*A	OK	1	UNATTENDED
19197.5*A	OK	1	UNATTENDED
19199.*A	OK	1	UNATTENDED
19199.19*H	OK	1	ALL/ALL/ALL
19199.2*A	OK	1	ALL/ALL/0800-1700
19199.21*A	OK	1	UNATTENDED
19202.01*A	OK	1	UNATTENDED
19202.02*A	OK	1	UNATTENDED
19202.1*A	OK	2	ALL/MON-SAT/0800-1700
19202.1*A	OK	3	ALL/SUN/1000-1700
19205.*A	OK	1	UNATTENDED
19205.01*H	OK	1	UNATTENDED
19205.02*A	OK	1	UNATTENDED
19206.*A	OK	1	UNATTENDED
19206.02*A	OK	1	UNATTENDED
19209.*A	OK	2	UNATTENDED
19209.01*H	OK	1	UNATTENDED
19212.4*A	OK	1	UNATTENDED
19214.11*H	OK	1	ON CALL
19215.*A	OK	1	ALL/MON-FRI/0800-1700
19215.*A	OK	2	ALL/SAT/0800-1200
19222.1*H	OK	1	UNATTENDED
19223.*A	OK	1	ALL/ALL/0800-1700
19223.03*A	OK	1	UNATTENDED
19227.1*A	OK	1	UNATTENDED
19230.11*A	OK	1	IRREGULAR
19230.12*A	OK	1	ALL/ALL/0600-2200
19231.*A	OK	1	IRREGULAR
19231.02*A	OK	1	UNATTENDED
19232.*A	OK	1	UNATTENDED
19233.*A	OK	1	UNATTENDED
19239.*A	OK	1	UNATTENDED
19241.*A	OK	1	ALL/ALL/0500-0000
19241.01*H	OK	1	ALL/ALL/ALL
19241.02*A	OK	1	UNATTENDED
19241.1*A	OK	1	ALL/ALL/ALL
19244.01*H	OK	1	UNATTENDED
19246.4*A	OK	1	UNATTENDED
19247.*A	OK	1	UNATTENDED
19247.01*H	OK	1	UNATTENDED
19250.*A	OK	1	UNATTENDED
19250.01*H	OK	1	UNATTENDED
19252.13*A	OK	1	UNATTENDED
19253.1*A	OK	1	ALL/MON-SAT/0800-1700
19253.11*A	OK	1	UNATTENDED
19254.*A	OK	1	UNATTENDED
19254.02*H	OK	1	ALL/ALL/ALL
19258.22*A	OK	1	UNATTENDED
19258.5*A	OK	1	UNATTENDED
19262.71*A	OK	1	UNATTENDED
19263.5*A	OK	1	UNATTENDED
19264.1*A	OK	1	ALL/MON-FRI/0800-1700
19271.*A	OK	1	UNATTENDED
19275.1*A	OK	1	UNATTENDED
19279.1*A	OK	1	ALL/ALL/0600 - 2200
19279.11*H	OK	1	UNATTENDED
19279.13*H	OK	1	UNATTENDED
19279.14*H	OK	1	ALL/ALL/ALL
19279.19*H	OK	1	ALL/ALL/ALL
19279.2*H	OK	1	ALL/ALL/ALL
19279.24*H	OK	1	UNATTENDED
19279.26*H	OK	1	UNATTENDED
19283.*A	OK	1	ALL/ALL/ALL
19283.12*H	OK	1	ALL/ALL/ALL
19285.*A	OK	1	ALL/MON-FRI/0800-1700
19287.7*A	OK	1	UNATTENDED
19287.71*A	OK	1	UNATTENDED
19288.25*A	OK	1	UNATTENDED
19288.255*A	OK	1	UNATTENDED
19288.3*A	OK	1	UNATTENDED
19289.04*A	OK	1	UNATTENDED
19289.19*A	OK	1	UNATTENDED
19289.2*A	OK	1	UNATTENDED
19289.21*A	OK	1	ALL/ALL/ALL
19289.22*H	OK	1	UNATTENDED
19292.*A	OK	1	UNATTENDED
19292.01*H	OK	1	UNATTENDED
19292.02*A	OK	1	UNATTENDED
19295.11*A	OK	1	UNATTENDED
19295.12*A	OK	1	UNATTENDED
19298.*A	OK	1	ALL/MON-FRI/0800-1700
19304.1*A	OK	1	UNATTENDED
19307.03*H	OK	1	UNATTENDED
19307.2*A	OK	1	ALL/MON-FRI/0800-1730
19307.2*A	OK	2	ALL/SAT-SUN/0800-1700
19310.7*A	OK	1	ALL/MON-SAT/0800-1700
19310.71*A	OK	1	ALL/ALL/DALGT
19312.*A	OK	1	IRREGULAR
19313.*H	OK	1	UNATTENDED
19313.01*A	OK	1	ALL/ALL/ALL
19320.1*A	OK	1	UNATTENDED
19320.12*A	OK	1	ALL/ALL/ALL
19326.*A	OK	1	ALL/MON-FRI/0800-1800
19326.*A	OK	2	ALL/SAT-SUN/0800-1600
19342.*H	OR	1	UNATTENDED
19345.*A	OR	1	ALL/ALL/0800-1700
19345.11*A	OR	1	UNATTENDED
19345.12*A	OR	1	UNATTENDED
19345.13*A	OR	1	ALL/ALL/0800-1700
19345.14*A	OR	1	UNATTENDED
19345.17*A	OR	1	UNATTENDED
19345.2*A	OR	1	UNATTENDED
19346.1*A	OR	1	ALL/MON-FRI/ALL
19346.75*A	OR	1	UNATTENDED
19347.*A	OR	1	UNATTENDED
19347.01*A	OR	1	UNATTENDED
19347.02*A	OR	1	UNATTENDED
19347.2*A	OR	1	UNATTENDED
19347.28*A	OR	1	ALL/ALL/DALGT
19348.*A	OR	1	UNATTENDED
19348.5*A	OR	1	UNATTENDED
19352.01*H	OR	1	ALL/ALL/ALL
19352.1*A	OR	1	OCT-APR/MON-SAT/0800-1700
19352.1*A	OR	2	MAY-SEP/MON-SAT/0800-1800
19352.1*A	OR	3	ALL/SUN/0900-1700
19354.*A	OR	1	ALL/ALL/0800-1700
19354.1*H	OR	1	ALL/ALL/ALL
19354.2*H	OR	1	OCT-MAY/MON-FRI/0800-1630
19354.2*H	OR	2	JUN-SEP/ALL/0900-1800
19354.3*A	OR	1	IRREGULAR
19355.91*A	OR	1	UNATTENDED
19356.*A	OR	1	ALL/ALL/0700-2000
19356.01*H	OR	1	ALL/MON-FRI/0800-1700
19356.03*H	OR	1	ALL/ALL/IRREG
19357.02*H	OR	1	ALL/ALL/ALL
19357.03*A	OR	1	UNATTENDED
19358.*A	OR	2	OCT-APR/ALL/0700-1600
19358.*A	OR	3	MAY-SEPT/ALL/0800-1700
19358.01*H	OR	1	UNATTENDED
19359.*A	OR	1	IRREGULAR
19362.1*A	OR	1	ALL/ALL/0700-1800
19363.*A	OR	1	UNATTENDED
19363.01*A	OR	1	ALL/ALL/ALL
19363.02*H	OR	1	UNATTENDED
19364.5*A	OR	1	UNATTENDED
19365.*A	OR	1	UNATTENDED
19366.21*A	OR	1	UNATTENDED
19366.23*H	OR	1	ALL/ALL/ALL
19366.24*H	OR	1	UNATTENDED
19366.25*A	OR	1	UNATTENDED
19371.*A	OR	1	ALL/SAT-SUN/0800-1700
19371.*A	OR	2	ALL/MON-FRI/0730-1800
19371.1*A	OR	1	UNATTENDED
19371.12*A	OR	1	UNATTENDED
19371.13*A	OR	1	UNATTENDED
19371.14*A	OR	1	ALL/ALL/DALGT
19371.15*H	OR	1	UNATTENDED
19371.16*A	OR	1	NOV-FEB/ALL/1000-1400
19371.16*A	OR	2	MAR-OCT/ALL/0800-1600
19371.17*A	OR	1	UNATTENDED
19371.18*H	OR	1	ALL/ALL/DAWN-DUSK
19373.*A	OR	1	UNATTENDED
19373.1*A	OR	1	UNATTENDED
19373.91*H	OR	1	UNATTENDED
19374.*A	OR	1	UNATTENDED
19374.3*A	OR	1	ALL/ALL/DALGT
19374.31*A	OR	1	UNATTENDED
19374.32*A	OR	1	UNATTENDED
19374.51*A	OR	1	UNATTENDED
19374.511*H	OR	1	UNATTENDED
19374.552*A	OR	1	UNATTENDED
19374.56*A	OR	1	UNATTENDED
19375.7*H	OR	1	UNATTENDED
19376.*A	OR	1	UNATTENDED
19376.02*A	OR	1	UNATTENDED
19377.*A	OR	1	ALL/MON -SAT/0800-1800
19377.1*A	OR	1	ALL/ALL/0700-1900
19377.12*A	OR	1	ALL/ALL/ALL
19378.4*A	OR	1	UNATTENDED
19379.*A	OR	1	ALL/ALL/ALL
19379.1*A	OR	1	UNATTENDED
19379.11*A	OR	1	UNATTENDED
19380.*A	OR	1	UNATTENDED
19381.*A	OR	1	ALL/M-F/0800-1700
19390.*H	OR	1	UNATTENDED
19390.01*H	OR	1	UNATTENDED
19403.*A	OR	1	UNATTENDED
19403.3*A	OR	1	UNATTENDED
19403.31*A	OR	1	UNATTENDED
19403.4*H	OR	1	UNATTENDED
19403.5*A	OR	1	UNATTENDED
19404.4*A	OR	1	UNATTENDED
19404.42*A	OR	1	UNATTENDED
19405.31*A	OR	1	UNATTENDED
19405.34*A	OR	1	UNATTENDED
19405.4*A	OR	1	UNATTENDED
19405.8*H	OR	1	IRREGULAR
19405.96*A	OR	1	UNATTENDED
19406.25*A	OR	1	UNATTENDED
19406.5*A	OR	1	ALL/ALL/0600-2000
19407.*A	OR	1	ALL/ALL/0800-DUSK
19407.11*A	OR	1	UNATTENDED
19407.12*A	OR	1	UNATTENDED
19407.13*A	OR	1	UNATTENDED
19407.14*A	OR	1	UNATTENDED
19407.2*A	OR	1	UNATTENDED
19407.22*A	OR	1	UNATTENDED
19407.23*A	OR	1	UNATTENDED
19407.24*H	OR	1	ALL/ALL/ALL
19411.1*A	OR	2	ALL/MON-SAT/1000-1900
19412.2*A	OR	1	UNATTENDED
19412.21*A	OR	1	UNATTENDED
19412.8*A	OR	1	UNATTENDED
19413.*A	OR	1	UNATTENDED
19413.25*H	OR	1	UNATTENDED
19414.*A	OR	1	UNATTENDED
19414.1*A	OR	1	ALL/MON-FRI/0900-1800
19414.1*A	OR	2	ALL/SAT-SUN/1100-1600
19414.4*A	OR	1	UNATTENDED
19415.2*A	OR	1	UNATTENDED
19415.21*A	OR	1	UNATTENDED
19420.5*A	OR	1	UNATTENDED
19420.8*A	OR	1	ALL/ALL/DAWN-DUSK
19420.81*A	OR	1	UNATTENDED
19423.5*A	OR	1	UNATTENDED
19423.9*H	OR	1	ON CALL
19424.5*A	OR	1	UNATTENDED
19424.6*H	OR	1	UNATTENDED
19426.1*A	OR	1	UNATTENDED
19426.11*A	OR	1	UNATTENDED
19426.12*H	OR	1	ALL/ALL/ALL
19426.13*A	OR	1	UNATTENDED
19426.7*A	OR	1	ALL/ALL/ALL
19429.*A	OR	1	MON-FRI/ALL/ALL
19429.*A	OR	2	SAT-SUN/ON CALL/
19429.8*A	OR	1	ALL/ALL/0700-1900
19429.8*A	OR	2	IRREGULAR
19430.1*A	OR	1	ALL/ALL/ON CALL
19430.12*A	OR	1	UNATTENDED
19430.14*A	OR	1	ALL/ALL/DAWN-DUSK
19430.15*A	OR	1	UNATTENDED
19432.3*A	OR	1	IRREGULAR
19432.31*A	OR	1	ALL/ALL/ON CALL
19432.312*A	OR	1	IRREGULAR
19434.*A	OR	1	ALL/ALL/ALL
19434.11*H	OR	1	ALL/ALL/ALL
19434.12*H	OR	1	ON CALL
19434.13*H	OR	1	UNATTENDED
19434.14*H	OR	1	UNATTENDED
19440.*A	OR	1	UNATTENDED
19443.*A	OR	3	ALL/ALL/0830-1630
19443.01*C	OR	3	UNATTENDED
19443.04*H	OR	1	UNATTENDED
19445.51*H	OR	1	IRREGULAR
19445.6*H	OR	1	UNATTENDED
19447.11*A	OR	1	UNATTENDED
19447.3*A	OR	1	UNATTENDED
19447.31*A	OR	1	ALL/ALL/DAWN-DUSK
19447.4*A	OR	1	UNATTENDED
19448.1*A	OR	1	UNATTENDED
19448.11*A	OR	1	UNATTENDED
19449.4*A	OR	1	UNATTENDED
19450.*A	OR	1	ALL/ALL/ALL
19450.01*A	OR	1	UNATTENDED
19453.*A	OR	1	ALL/ALL/0800-1700
19456.3*A	OR	1	UNATTENDED
19456.35*H	OR	1	ALL/ALL/ON CALL
19457.1*A	OR	1	ALL/ALL/0800-1700
19458.01*H	OR	1	ALL/ALL/ALL
19462.1*A	OR	1	ALL/ALL/ALL
19462.2*A	OR	1	UNATTENDED
19462.3*A	OR	1	UNATTENDED
19462.34*A	OR	1	UNATTENDED
19463.05*A	OR	1	UNATTENDED
19463.11*A	OR	1	UNATTENDED
19465.*A	OR	1	OCT-MAR/ALL/0800-1700
19465.*A	OR	2	APR-SEP/ALL/0800-1800
19465.01*H	OR	1	ALL/ALL/ALL
19469.03*A	OR	1	ALL/ALL/DAWN-DUSK
19469.04*H	OR	1	UNATTENDED
19469.05*A	OR	1	UNATTENDED
19469.2*A	OR	1	UNATTENDED
19471.*A	OR	1	UNATTENDED
19471.01*H	OR	1	UNATTENDED
19473.*A	OR	1	NOV-APR/ALL/0800-1700
19473.*A	OR	2	MAY-OCT/ALL/0800-1800
19473.012*A	OR	1	ALL/ALL/ALL
19473.02*H	OR	1	ALL/ALL/ALL
19474.*A	OR	2	ALL/TUE-SAT/0900-1700
19476.21*A	OR	1	UNATTENDED
19476.5*A	OR	1	ALL/ALL/DALGT
19476.51*A	OR	1	ALL/ALL/0800-DUSK
19477.7*A	OR	1	UNATTENDED
19479.8*A	OR	1	ALL/MON-FRI/0800-1700
19479.81*A	OR	1	ALL/ALL/ALL
19479.82*A	OR	1	UNATTENDED
19480.*A	OR	1	OCT-MAY/MON-SAT/0800-1600
19480.*A	OR	2	JUN-SEP/ALL/0700-1900
19480.31*A	OR	1	ALL/ALL/DALGT
19480.5*A	OR	1	UNATTENDED
19480.524*A	OR	1	ALL/ALL/DAWN-DUSK
19480.525*A	OR	1	UNATTENDED
19480.53*A	OR	1	JUN-SEP/IREG/IREG
19480.55*A	OR	1	UNATTENDED
19480.8*A	OR	1	UNATTENDED
19480.94*A	OR	1	UNATTENDED
19481.*A	OR	1	NOV - APR/MON-FRI/0630-2230
19481.*A	OR	2	ALL/SAT-SUN/UNATNDD
19481.*A	OR	3	MAY - OCT/MON-FRI/0730-1700
19481.1*H	OR	1	ALL/ALL/ALL
19481.11*A	OR	1	IRREGULAR
19481.13*A	OR	1	UNATTENDED
19486.5*A	OR	1	ALL/ALL/ALL
19487.*A	OR	1	ALL/ALL/0800-1700
19487.1*H	OR	1	12/365/24
19488.4*C	OR	1	UNATTENDED
19489.*A	OR	1	UNATTENDED
19491.*A	OR	1	APR-SEP/ALL/0900-1600
19491.*A	OR	2	OCT-MAR/ALL/0700-1700
19491.01*H	OR	1	ALL/ALL/ALL
19491.03*A	OR	1	UNATTENDED
19491.2*A	OR	1	UNATTENDED
19500.*A	OR	1	ALL/ALL/ALL
19500.01*H	OR	1	ALL/ALL/ALL
19500.02*A	OR	1	UNATTENDED
19500.03*A	OR	1	UNATTENDED
19500.5*A	OR	2	UNATTENDED
19500.8*H	OR	1	ALL/ALL/ALL
19501.*A	OR	1	UNATTENDED
19501.52*A	OR	1	UNATTENDED
19501.57*A	OR	1	UNATTENDED
19501.7*A	OR	1	UNATTENDED
19502.*A	OR	1	ALL/ALL/1600-0100Z
19502.01*H	OR	1	UNATTENDED
19505.*A	OR	1	NOV-APR/ALL/0800-1700
19505.*A	OR	2	MAY-OCT/ALL/0800-1800
19505.01*A	OR	1	UNATTENDED
19505.02*A	OR	1	UNATTENDED
19505.1*A	OR	1	UNATTENDED
19505.11*H	OR	1	UNATTENDED
19506.*A	OR	1	UNATTENDED
19507.*A	OR	1	UNATTENDED
19508.5*A	OR	1	UNATTENDED
19513.*A	OR	1	ALL/SAT-SUN/DAWN-DUSK
19513.1*A	OR	1	ALL/ALL/DALGT
19513.12*A	OR	1	UNATTENDED
19513.2*H	OR	1	UNATTENDED
19513.21*H	OR	1	UNATTENDED
19514.*A	OR	1	ALL/ALL/0500-2400
19517.6*H	OR	1	UNATTENDED
19518.*A	OR	1	UNATTENDED
19518.5*H	OR	1	ALL/ALL/DALGT
19520.*A	OR	1	ALL/SUN-FRI/DALGT
19520.2*A	OR	1	UNATTENDED
19522.11*A	OR	1	UNATTENDED
19522.14*A	OR	1	UNATTENDED
19523.*A	OR	1	ALL/ALL/DALGT
19523.01*H	OR	1	IRREGULAR
19524.2*A	OR	1	UNATTENDED
19524.21*A	OR	1	UNATTENDED
19524.4*A	OR	1	UNATTENDED
19525.1*A	OR	1	UNATTENDED
19529.2*A	OR	1	UNATTENDED
19529.21*H	OR	1	ALL/ALL/DALGT
19535.*A	OR	1	ALL/ALL/DAWN-DUSK
19535.02*H	OR	1	NOV-MAR/SAT-SUN/DAWN-DUSK
19535.02*H	OR	2	MAY/SAT-SUN/DAWN-1800
19535.03*A	OR	1	UNATTENDED
19535.04*H	OR	1	UNATTENDED
19535.1*A	OR	1	UNATTENDED
19535.11*A	OR	1	ALL/IREG/IREG
19535.2*A	OR	1	ALL/ALL/0800-1800
19538.*A	OR	1	ALL/ALL/0800-1700
19538.01*H	OR	1	UNATTENDED
19541.*A	OR	2	ALL/ALL/0500-2100
19541.11*A	OR	1	UNATTENDED
19541.13*H	OR	1	UNATTENDED
19544.1*A	OR	1	UNATTENDED
19544.11*G	OR	1	APR-NOV/IREG/1000-1800
19544.12*A	OR	1	IRREGULAR
19546.81*A	OR	1	ALL/ALL/0700-1800
19547.8*A	OR	1	UNATTENDED
19547.81*A	OR	1	UNATTENDED
19548.1*A	OR	1	UNATTENDED
19548.11*A	OR	1	ALL/ALL/ALL
19554.*A	OR	1	ALL/ALL/0800-1700
19554.01*H	OR	1	ALL/ALL/ALL
19558.*A	OR	1	UNATTENDED
19558.13*A	OR	1	UNATTENDED
19558.15*A	OR	1	UNATTENDED
19558.16*H	OR	1	UNATTENDED
19558.2*A	OR	1	UNATTENDED
19558.21*A	OR	1	UNATTENDED
19559.*A	OR	1	UNATTENDED
19559.5*H	OR	1	UNATTENDED
19560.5*A	OR	1	UNATTENDED
19561.1*A	OR	1	UNATTENDED
19562.*A	OR	1	ALL/ALL/0600-2000
19562.01*H	OR	1	ALL/ALL/ON CALL
19562.02*A	OR	1	UNATTENDED
19565.*A	OR	1	UNATTENDED
19566.1*A	OR	1	UNATTENDED
19570.*A	OR	1	UNATTENDED
19570.01*H	OR	1	UNATTENDED
19570.18*H	OR	1	ALL/ALL/0800-1700
19570.19*H	OR	1	ALL/ALL/ALL
19570.2*H	OR	1	ALL/ALL/ALL
19570.25*H	OR	1	ALL/ALL/ALL
19570.26*H	OR	1	UNATTENDED
19570.28*H	OR	1	UNATTENDED
19570.29*H	OR	1	ALL/ALL/ALL
19570.5*H	OR	1	UNATTENDED
19571.*A	OR	1	ALL/ALL/ALL
19571.5*A	OR	1	ALL/ALL/0600-2200
19572.*A	OR	1	ALL/ALL/0700-2200
19572.6*A	OR	1	UNATTENDED
19573.3*H	OR	1	UNATTENDED
19573.5*A	OR	1	UNATTENDED
19574.5*A	OR	1	UNATTENDED
19574.53*A	OR	1	ALL/ALL/ALL
19575.*A	OR	1	OCT-APR/ALL/0700-1700
19575.*A	OR	2	MAY-SEP/ALL/0700-1800
19575.01*H	OR	1	IRREGULAR
19575.02*H	OR	1	ON CALL
19575.04*A	OR	1	UNATTENDED
19575.1*A	OR	1	UNATTENDED
19578.*A	OR	1	UNATTENDED
19579.9*A	OR	1	ALL/ALL/ALL
19580.*A	OR	1	ALL/ALL/0400-2000
19580.1*A	OR	1	ALL/ALL/ALL
19580.11*H	OR	1	UNATTENDED
19580.2*A	OR	1	UNATTENDED
19581.01*H	OR	1	ALL/ALL/ALL
19587.01*A	OR	1	ALL/ALL/ALL
19588.*A	OR	1	UNATTENDED
19588.1*A	OR	1	ALL/ALL/ALL
19589.*A	OR	1	ALL/ALL/0800-1700
19589.02*A	OR	1	ALL/MON-FRI/0700-1600
19589.03*A	OR	1	ALL/ALL/ALL
19589.05*A	OR	1	UNATTENDED
19589.06*H	OR	1	UNATTENDED
19589.1*A	OR	1	ALL/ALL/IREG
19589.11*A	OR	1	UNATTENDED
19590.*A	OR	1	DALGT
19595.*A	OR	1	ALL/ALL/0730-DUSK
19595.01*H	OR	1	ALL/MON-FRI/0800-1600
19595.02*H	OR	1	UNATTENDED
19595.04*H	OR	1	ALL/MON-FRI/0700-1600
19595.05*A	OR	1	UNATTENDED
19595.1*H	OR	1	UNATTENDED
19595.23*A	OR	1	ALL/ALL/ALL
19595.25*A	OR	1	UNATTENDED
19595.26*H	OR	2	ALL/ALL/ALL
19595.3*A	OR	1	UNATTENDED
19596.*A	OR	1	UNATTENDED
19596.01*A	OR	1	IRREGULAR
19596.02*A	OR	1	UNATTENDED
19596.1*A	OR	1	ALL/ALL/SR-SS
19597.*A	OR	1	UNATTENDED
19598.*A	OR	1	ALL/ALL/0800-DUSK
19598.01*A	OR	1	ALL/ALL/DALGT
19598.5*A	OR	1	UNATTENDED
19598.51*H	OR	1	IRREGULAR
19598.52*A	OR	1	UNATTENDED
19602.*A	OR	1	UNATTENDED
19602.01*H	OR	1	MAR-OCT/THU-SUN/1100-DUSK
19602.5*A	OR	1	UNATTENDED
19602.51*A	OR	1	ALL/MON-FRI/0800-1700
19602.74*A	OR	1	UNATTENDED
19602.75*A	OR	1	UNATTENDED
19602.77*A	OR	1	MAY-OCT/MON-FRI/0800-1700
19603.3*A	OR	1	UNATTENDED
19603.38*A	OR	1	UNATTENDED
19603.39*A	OR	1	UNATTENDED
19604.*A	OR	1	ALL/ALL/ALL
19604.01*A	OR	1	UNATTENDED
19604.03*A	OR	1	UNATTENDED
19604.1*A	OR	1	UNATTENDED
19604.8*A	OR	1	ALL/ALL/ALL
19605.*A	OR	1	UNATTENDED
19605.1*A	OR	1	UNATTENDED
19605.12*A	OR	1	UNATTENDED
19607.01*A	OR	1	UNATTENDED
19607.3*A	OR	1	UNATTENDED
19607.31*A	OR	1	UNATTENDED
19607.33*A	OR	1	UNATTENDED
19607.34*A	OR	1	ALL/ALL/ALL
19607.35*A	OR	1	UNATTENDED
19607.36*A	OR	1	UNATTENDED
19607.39*A	OR	1	UNATTENDED
19607.71*H	OR	1	UNATTENDED
19607.711*A	OR	1	UNATTENDED
19607.712*H	OR	1	ALL/ALL/ALL
19607.713*H	OR	1	ALL/ALL/ALL
19607.9*A	OR	1	UNATTENDED
19608.4*H	OR	1	ALL/ALL/ALL
19608.41*A	OR	1	ALL/ALL/ALL
19608.411*A	OR	1	UNATTENDED
19608.412*A	OR	1	UNATTENDED
19608.413*A	OR	1	ALL/ALL/ALL
19609.8*A	OR	3	MAY 15 - 14 OCT/ALL/0700-1900
19609.8*A	OR	4	15 OCT - 14 MAY/ALL/0800-1800
19610.02*A	OR	1	UNATTENDED
19614.*A	OR	1	ALL/ALL/0800-1700
19614.02*A	OR	1	UNATTENDED
19614.04*H	OR	1	UNATTENDED
19614.1*A	OR	1	IRREGULAR
19615.*A	OR	1	ON CALL
19615.01*H	OR	1	ALL/SUN-SAT/0800-1800
19616.*A	OR	1	ALL/ALL/0900-1700
19616.01*H	OR	1	ALL/ALL/ALL
19620.3*A	OR	1	UNATTENDED
19622.5*A	OR	1	UNATTENDED
19623.01*H	OR	1	ALL/ALL/ALL
19624.*A	OR	1	UNATTENDED
19625.31*H	OR	1	ALL/ALL/ON CALL
19626.*A	OR	1	UNATTENDED
19627.*A	OR	1	UNATTENDED
19631.*A	OR	1	UNATTENDED
19631.02*A	OR	1	UNATTENDED
19633.5*A	OR	1	UNATTENDED
19633.65*A	OR	1	IRREGULAR
19633.85*A	OR	1	ALL/ALL/ALL
19634.21*A	OR	1	UNATTENDED
19634.85*H	OR	1	UNATTENDED
19635.*A	OR	1	UNATTENDED
19636.*H	OR	1	ALL/ALL/DALGT
19636.7*A	OR	1	ALL/ALL/DALGT
19636.71*H	OR	1	UNATTENDED
19636.72*A	OR	1	UNATTENDED
19636.89*A	OR	1	UNATTENDED
19639.9*A	OR	1	ALL/ALL/ALL
19645.5*A	OR	1	ALL/ALL/DALGT
19645.51*A	OR	1	UNATTENDED
19650.*H	PA	1	ALL/ALL/DALGT
19653.*A	PA	1	UNATTENDED
19660.*H	PA	1	ALL/ALL/ALL
19661.*A	PA	1	UNATTENDED
19661.12*A	PA	1	ALL/ALL/0800-2000
19673.*A	PA	1	ALL/ALL/ALL
19673.01*H	PA	1	ALL/ALL/ALL
19673.12*H	PA	1	ALL/ALL/DALGT
